conversation,agency
"user: Tere! Olen kuulnud, et on olemas ebaausad kauplemisvõtted. Mis need täpselt on ja miks need on keelatud?
assistant: Tere! Ebaausad kauplemisvõtted on need, mis sind tarbijana eksitavad või on su suhtes agressiivsed. Need on Euroopa Liidus keelustatud. Eksitav on, kui müüja annab sulle valeinfot kauba või teenuse kohta, või esitab õiget infot viisil, mis võib sind eksitada. Agressiivne on, kui müüja piirab sinu valikuvabadust, ahistades või mõjutades sind liigselt ostma.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma arvan, et ma saan aru, et DigiDoc on seotud dokumentide digitaalse allkirjusega. Kuidas see aga konkreetselt PDF-idega või teiste failidega hakkab?
assistant: Tere! Jah, õigesti. DigiDoc on oluline osa ID-tarkvara, mis käsitleb digitaalset allkirjastamist. See on seotud dokumentide vormingutega. Tegelikult on DigiDoc konteiner formaatidega seotud, mis pakuvad erinevaid digitaalseid allkirju. Praegune oluline vorming on BDOC, mille eesmärk on olla rahvusvahema standarditele vastav. Kas sa tahad teada rohkem BDOC kohta?",output_ID.ee
"user: Tere! Ma olen tootja ja uuenen selle kohta, kuidas tooted ligipääsetavaks muutmine toimib. Saaksite mulle alguses selgeks teha, mis on sellega seotud peamised seadused?
assistant: Tere! Muidugi. Peamiseks seaduseks on Toodete ja teenuste ligipääsetavuse seadus, mis kohaldatakse paljudele toodetele ja teenustele. Lisaks on oluline arvestada määruseid nr 46 ja 47, mis täpsustavad ebaproportsionaalse koormuse hindamist ja teavitamise korra. Üheskoos nendad need reguleerivad ligipääsetavuse nõuete järgimist Eestis.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma olen kuulnud, et kasutatud auto ostmine võib olla riskantne. Mis on kõige olulisem, mida ma peaksin silmas pidama, kui ma kavatsen kasutatud autot osta?
assistant: Tere! See on väga hea küsimus. Kõige olulisem on olla tähelepanelik ja veenduda, et sa tead, keda sa ostate. Vaata äriregistrist, kas autot müüb era- või juriidiline isik. Eraisiku käest osta on odavam, aga eraisikutevahelisi vaidlusi lahendab vaid kohus. Kui ostate firmalt, saad infot Krediidiinfo kodulehelt ja äriregistrist.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma just saime Digi-ID ja ma natuke muretsen, mida teha, kui kaart kaotaks. Mida ma peaks esimesena tegema?
assistant: Tere! See on täiesti normaalne. Esiteks, kui kaart on kadunud või varastatud, helista kohe numbrile 677 3377, et sertifikaadid peatada. See on oluline, et keegi ei saaks sinu nimele toiminguid teha.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma mõtlen, et Smart-ID peaks olema hea, aga kuidas seda kasutada? Kas see on sama, mis ID-kaart?
assistant: Tere! Päevas! Jah, Smart-ID pakub palju samu võimalusi nagu ID-kaart ja mobiil-ID. Sa saad sellega e-teenustesse sisse logida, pangaülekandeid kinnitada ja isegi dokumente allkirjastada. See on kindlasti mugav alternatiiv. Kas sulle on teada, millise e-teenusega sa seda kasutada soovid?",output_ID.ee
"user: Tere! Ma mõtlen, kuidas Eestisse ettevõtlasena elama jääda. Kas ma saan elamisluba ettevõtluseks?
assistant: Tere! Jah, seda on võimalik. Ettevõtluseks elamisluba saamiseks pead investeerima Eestisse oma äriühingusse. Kas sa juba tead, millisega äri tegeleda või on sul äriidee veel arenduses?",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma kuulsin, et Tarbijakaitse ja Tehnilise Järelevalve Ametil on komisjonid, mis lahendavad vaidlusi kauplejatega. Kuidas see üldiselt töötab? Mis juhtub, kui mul on probleem ostuga?
assistant: Tere! Jah, meil on tarbijavaidlustekomisjon. Üldjuhul, kui teil on probleem ostuga, esitate avalduse. Amet annab kauplejale aja, et ta saaks oma seisukohti kujundada ja vastata väidetele. See annab võimaluse leida lahendus enne komisjoni istungit.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Mul on plaanil avalik üritus korraldada, ja mul on palju küsimusi. Alustaksime põhjaosas. Kuidas ma peaksin seda kõigepealt kohalikele omavalitsustele teavitama?
assistant: Tere! See on väga hea, et alustate etteval valmist. Avaliku ürituse korraldamiseks peab teid kõigepealt konsulteerima kohaliku omavalitsusega. Kuigi eelnimetatud üritus ei ole koosolek, tuleb sellest teatada kohalikule omavalitsusele, kelle piires soovite ürituse korraldada. Palun külastage oma kohaliku omavalitsuse kodulehte, et leida taotlusvorm ja lisateave. Nad hindavad taotlust ja vajadusel kaasavad Politsei- ja Piirivalveameti, Päästeameti ja/või Tarbijakaitse ja Tehnilise Järelevalve Ameti loa kooskõlastamisse.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Olen kuulnud, et Tarbijavaidluste komisjon on olemas. Mis on selle komisjoni eesmärk ja kuidas see töötab?
assistant: Tere! Tarbijavaidluste komisjon on loodud selleks, et lahendada tarbija ja kaupleja vahel tekkinud lepingust tulenevaid vaidlusi lihtsamini, kiiren ja odavamalt kui kohtus. Võrreldes kohtuvaitlusega on see protsess mugav ning nõuab vähem aega ja raha.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Mida Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) tähendab ehitiste ohutuse osas?
assistant: Tere! TTJA järelvalvega on seotud ehitiste kasutamisele ja korrashoidmisele kehtivad nõuded, mis tulenevad seadusest, heast tavast või ehitise kasutus- ja hooldusjuhendist. Omanik peab tagama, et ehitis vastab kõikidele nõuetele. Meie soov on kaardistada ohtlikud ehitised ja kohustada omanikke neid parandama.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma lugesin midagi tarbija õiguste kohta, aga ma ei ole kindel, kust alustada, kui mul on probleemiga kauplus. Mis on esimene asi, mida ma peaksin tegema?
assistant: Tere! Kui teil on probleem kauplusega, on esimene asi, mida peaksite tegema, kirjutada neile kirja. Selgitage kirjas probleem ja millist lahendust te soovite. See on oluline samm, enne kui jätkate edasiste meetmete juurde.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma olen ostnud poodist televiisori, aga see ei tööta nii, nagu peaks. Kust ma peaksin selle kohta kaebust esitama?
assistant: Tere! Esiteks, pöörduge otse müüja poole. On hea, kui teil on ostutšekk või leping alles, need on kaebuse esitamisel väga kasulikud. Peakski kaebuse esitama hiljemalt kahe kuu jooksul alates vea avastamisest.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma olen ostmas uus käevõru, aga ma ei tea, millele peaksin tähelepanu pöörama, et see oleks kvaliteetne ja vastaks õigetele standarditele. Mis on Tarbijakaitse ja Tehnilise Järevalve Amet (TTJA) poolt antud juhised selle kohta?
assistant: Tere! See on hea küsimus. TTJA poolt on oluline, et müüdaval käevõrul oleks proovi- ja nimemärgis. Proovimärgis näitab, millist metalli on kasutatud ja selle osa sulamis, näiteks kuld 375 või hõbe 925. Nimemärgiks on märk, mis peab olema riiklikus registris registreeritud. Kontrollimärgistega tooted on ka eelistatud, näiteks lõvi kuju Eestis.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma olen välismaalane ja mul on küsimusi viisa kehtetuks tunnistamise kohta. Kui ma saan selle otsuse vaidlustada?
assistant: Tere! Jah, teil on õigus vaidlustada viisa andmisest keeldumise, viisa kehtetuks tunnistamise või viisa tühistamise otsust. Teil on selleks 30 päeva aega alates otsuse teada saamisest.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma olen huvitatud, kus Paides asub Kesk-Eesti politseijaoskond?
assistant: Tere! Kesk-Eesti politseijaoskond Paides asub aadressil Tallinna 12, 72720 Paide.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma pole päris kindel, mida ehitamine seadustiku mõistes tähendab. Saaksid seda mulle selgeks teha?
assistant: Tere! Ehitamine seadustiku mõistes hõlmab mitmeid tegevusi: ehitise püstitamist, rajamist, paigaldamist, lammutamist ja muid tegevusi, mille tulemusena ehitis tekib või muutuvad selle füüsikalised omadused. Ehitusloa või ehitusteatis on teatud juhtudel nõutav.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma arvan, et minu tüli tüdruk pole pärit Eestist. Ta küsib, kas ta saab Eesti kodakondsust, sest ta on siin elamine luba saanud. Mida ta peab tegema?
assistant: Tere! Jah, seda on võimalik. Arvatavasti sa mõtled, mida ta peab tegema, et Eesti kodakondsus taotleda. Alguspunkt on see, et ta peab olema vähemalt 15-aastane. Kas ta on selline?",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma ei ole pärijadega tuttav elektrooniliste allkirjadega. Mis see eIDAS asi üldse on ja miks see oluline on?
assistant: Tere! EIDAS on Euroopa Liidus kehtiv määrus, mis on loodud, et elektrooniliste teenuste kasutamine oleks lihtsam ja ühtlasem kogu Euroopas. Põhidepõhimõte on see, et erinevate riikide allkirjad oleksid üksteisel põhjal võrdsed. Kasutajad saavad siis ka üle piiri elektroonilisi teenuseid kasutada, näiteks sularaha laenu taotlemisel. Kas sulle see idee üldse mõistab?",output_ID.ee
"user: Tere! Ma kuulsin midagi piirkondlikust politseitööst. Mis see tähendab täpselt?
assistant: Tere! Piirkondlik politseitöö tähendab, et politseinikud keskenduvad konkreetses piirkonnas probleemide lahendamisele ja kogukonna vajaduste täitmisele. See on üks politsei töövorme, mis tugineb kogukonnakeskse lähenemise põhimõtetele.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Mul on tähtajaline elamisluba töötamiseks Eestis ja see lõppeb peatselt. Kuidas ma saan seda pikendada?
assistant: Tere! Elamisluba töötamiseks saab pikendada. Peate taotlema pikendamist vähemalt 2 kuud enne praeguse elamisloa lõppemist. Taotluse menetlemisel esitage nõutavad dokumendid ja tasuge riigilõiv. Kui esitate taotluse õigeaegselt, saate vastuse hiljemalt 10 päeva enne kehtiva loa lõppemist.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma olen kuulnud, et Politsei- ja Piirivalveamet on oluline riigiasutus. Milline on PPA registrikood ja aadress?
assistant: Tere! Jah, see on õige. PPA registrikood on 70008747 ja nende aadress on Pärnu mnt 139, 15060 Tallinn.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Mul on küsimus teenuse ohutuse kohta. Mis on tarbija õigused teenuse osutajal?
assistant: Tere! Põhiliselt on sul õigus oodata, et teenus vastab kehtestatud nõuetele. Ja kui erinõudeid ei ole, ei tohi teenus seada ohtu sinu elu, tervist või vara. See tähendab, et teenusepakkuja peab teenuse ohutuse tagama.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma jätsin oma ID-kaardi kaduma. Kas ma pean ka sellega seotud sertifikaadid peatama? Ja kuidas seda teen?
assistant: Tere! Jah, kindlasti! Kui olete kindel, et teie ID-kaart on kadunud või varastatud, siis peate sellega seotud sertifikaadid peatama, et varguse korral oleks teie identiteet paremini kaitstud. Seda saab teha telefoni teel või Politsei- ja Piirivalveameti teeninduses. Mida tegelikult peame tegema, on nii, et sertifikaat muutub mittesobivaks. Kas teiega oleks mugav telefoni teel küsida, kuidas see toimib?",output_ID.ee
"user: Tere! Mul on küsimus elamisloakaardi kohta. Kust ma selle saan, kui mul on elamisluba ettevõtluseks suurinvestorina?
assistant: Tere! Elamisloakaardi saad kätte isiklikult Eesti välisesinduses või Politsei- ja Piirivalveameti teeninduses. Sa pead valima selle koha, mille märkisid oma tähtajalise elamisloa taotlusesse.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma kaotanud oma isikut tõendava dokumendi. Kus ma saaksin Jõgeva politseioskonda leida?
assistant: Tere! Jõgeva politseioskond asub aadressil Suur 1, postikoht 48306 Jõgeva. See on kõige lähedasem koht, kus sa saad oma dokumendi kaotamise kohta avalduse esitada.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma arvan, et digiallkirjad on nagu tavaline kiri, aga digitaalselt. Kas .bdoc ja .asice faile saab mõlemad käsitleda samamoodi?
assistant: Tere! Tegelikult on see pisuvõrd küsimus. Need faile saab üldjuhul käsitleda samamoodi, aga see, kuidas need digiallkirjutega liidetakse, on oluline erinevus. .bdoc faile kasutati varem veel, nüüdseks on .asice domineeriv formaat. Kas sa tahaksid rohkem teada, kuidas need faile erinevad?",output_ID.ee
"user: Tere! Mul on küsimus elamisloa pikendamise kohta. Ma õpin siin Eestis ja mu elamisluba lõppeb peagi. Millal ma peaksin selle pikendamist taotlema?
assistant: Tere! Elamisloa pikendamist õppimiseks peaksid saama esitada vähemalt 2 kuud enne kehtiva elamisloa lõppemist. See tagab, et saaksid vastuse õigeaegselt.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Olen kuulnud midagi ühtse laadija kohta. Mis see tähendab ja miks see muutub oluliseks?
assistant: Tere! Ühtne laadija tähendab, et paljudele seadmetele, näiteks mobiiltelefonidele, tahvelarvutitele ja sülearvutitele tuleb kasutada USB-C laadimispesa. Selle eesmärk on standardiseerida laadimist ja vähendada erinevate laadijate kasutamise vajadust.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Mul on küsimus elamisõiguse kohta. Kuidas täpselt seda taotletakse? Kas on mingi formaalnev protsess?
assistant: Tere! Jah, elamisõiguse taotlus on menetlus. Politsei- ja Piirivalveamet kontrollib, et sa oled esitanud kõik tarvilikud dokumendid. See tähendab, näiteks isikutunnusraamat, kinnituse leping või muu dokument, mis kinnitab teie suhteid. Peamaksud on näiteks dokumentatsioon, mis kinnitab, et te elate koos ja et teil on leping kinnitab teineteise toetust.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma ei saa ID-kaardiga veebilehtedel eesti.ee keskkonnas toimida, ja mul on raskusi. Mis ma peaks tegema?
assistant: Tere! Üsna sagedasti tekib just see probleem. Palju õnne, et teadsid, et sinuga on asi. Peame siis veendutama, et veebilehitseja on ID-kaardi sertifikaatidega õigesti seadistatud. Alustame kõige lihtsamast – kontrolli, et veebilehitsejas on Web eID laiendus lubatud. Kas sa kasutad Chrome, Edge või Midigate?",output_ID.ee
"user: Tere! Ma kaotanud oma digi-ID kaardi. Mida ma peaksin tegema?
assistant: Oh, see on kahjuks mitteideaalne olukord. Esimene asi, mida pead tegema, on helistada numbril 677 3377, et sertifikaadid peatada. See takistab kellegi muu kasutamas su digi-IDd. Seejärel saad minna Politsei- ja Piirivalveameti teenindusse või Eesti Vabariigi välisesindusse, et kas sertifikaadid taas aktiveerida, kui leidsid dokumendi, või taotle uut dokumenti.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Mul on küsimusi ID-kaardi kasutamise kohta. Mis on olulisim asi, mida ma pean meeles pidama, et seda turvaliselt kasutada?
assistant: Tere! Olulisim asi on kindlasti hoia oma PIN-koode salajas ja turvalises kohas. Võimaluse korral õpi need pähe, et sa ei peaks PIN-koodi üles kirjutama ja seda edastama. Ära anna ka oma ID-kaarti kellegi teise kätte!",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma nägin ID.ee saidikus kohta Digidoc failivorminguid. Kas saaksite öelda, mis need BDOC ja CDOC kujulised failid täna Eestis üldse tähendavad?
assistant: Tere! Muidugi. Põhjaosas Eestis kasutatakse praeguses enamus digitaalallkirjade puhul BDOC-faili, mis on varem tuntud kui Eesti-spetsiifiline LT-TM formaat. CDOC on seevastu laiendus, mille abil eristatakse krüpteeritud DigiDoc vormingus olevaid faile. Pea silmass sellele, et uus versioon kasutab automaatselt .asice faili asemel.",output_ID.ee
"user: Tere! Ma kuulsin, et nüüdisaegselt saan oma telefoninumbrit ühe operaatori juurest teise juurde liikuda. Kuidas see üldse toimib?
assistant: Tere! See on õige, numbri liikuvus on võimalik. Põhimõtteliselt on kaks võimalust. Sa saad volitada uut operaatorit lõpetama sinu praegune leping endisega. Või siis, kui operaatoritel on kokkulepe, saab koheselt sõlmitud tingimuslik liitumisleping ja antakse uus SIM-kaart. See numbri liikuvus jõustub alles hiljem.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma lugesin TTJA lehel midagi isikuandmete töötlemise kohta, aga see oli natuke keeruline. Ühesõnas, mida te TTJA-s isikuandmete kohta teete?
assistant: Tere! TTJA-s kogub töötades teavet inimestest, näiteks kui kirjutate meile või olete menetluse osapool. Me töötleme neid andmeid erinevates infosüsteemides, sh üleeuroopalistes, kus need on kaitstud. Põhiliselt täidame avalike ülesannete täitmiseks ja asjade lahendamiseks vajalikku mahut.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Mul on küsimusi selle kohta, kuidas mu täisealisele lapsele, kes elab välismaal, elamisluba Eestisse saada. Mis see üldse tähendab, elamisluba pereliikmega liitumiseks?
assistant: Tere! Elamisluba pereliikmega liitumiseks annab sinule võimaluse kutsuda oma välismaalast täisealist last Eestisse elama, kui oled Eesti kodanik või Eestis elamisloa alusel elav välismaalane. See lubab tal siin elada sinuga lähedasena või koos sinuga Eestisse kolida.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma tahan lapsele passi taotleda, aga ei tea, kuidas riigilõivu maksta. Kust ma selle maksta saan?
assistant: Tere! Riigilõivu saad tasuda mitme panga kaudu. Saaja on Rahandusministeerium. Kontonumbrid on: SEB EE891010220034796011, Swedbank EE932200221023778606, Luminor Bank EE701700017001577198 ja LHV Pank EE777700771003813400.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma olen Euroopa Liidu kodanik ja plaanin Eestisse kolida. Mis on mu võimalused siin elamiseks?
assistant: Tere! Euroopa Liidu kodanikuna on sul Eestis kolmel võimalusel: ajutine viibimine (kuni 3 kuud), tähtajaline elamine (kuni 5 aastat) ja alaline elamine. Mida sa soovid Eestis teha ja kui kauaks sa plaanid jääda?",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma lugesin mingit teksti tarbija õigustest, aga see oli üsna pikk. Mis on üldjuhul esimene koht, kuhu tarbija peaks pöörduma, kui tal on probleem mingi ettevõttega?
assistant: Tere! Kui teil on probleem ettevõttega, on tarbijaõiguste puhul hea koht alustuseks tarbijavaidluste komisjon. Nad aitavad lahendada vaidlusi tarbijate ja ettevõtete vahel.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Mul on küsimus politsei piirkondliku töö kohta. Mis see tähendab ja kuidas see erineb tavalisest politseist?
assistant: Tere! Piirkondlik politseitöö on tegevus, mis keskendub konkreetses piirkonnas olevate kogukonna vajaduste lahendamisele. See tugineb kogukonnakesksele politseitööle ja eesmärgiks on lähendada politseid kogukonnale, leida piirkonna turvalisust ohustavaid probleeme ning arendada koostööd asutuste ja kohalike omavalitsustega. See erineb tavalisest politseist selle poolest, et fookus on probleemide ennetamisel ja laiemaid lahendusi otsimisel, mitte ainult reageerimisel sündmustele.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Mul on küsimus elektriturvalisuse kohta. Mida peaks silmas pidama, et kodu kasutamisel oleks kõik ohutu?
assistant: Tere! Oluline on tagada, et elektriseadmed ja -paigaldised on korras ja vastavad nõuetele. Elektriseadet võib kasutada alles pärast kontrolli, et see on tehniliselt korras ja ohutu. Peamiselt tasub meeles pidada, et elektritöid ei tohiks ise teha, vaid pöörduda pädeva elektriala isiku poole.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma lugesin, et Politsei- ja Piirivalveamet avaldab liiklusinfo kohta andmeid. Mis seal täpselt näha saab?
assistant: Tere! Politsei- ja Piirivalveameti veebilehel ongi ülevaade liiklusõnnetustest, kus on inimesed saanud vigastusi. Seal on info liiklusõnnetuste kohta, millega seoses on inimkannatanuid olnud.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma arvan, et Smart-ID tundub päris hea asi. Kuidas sellega saab e-teenuste juurde sisse logida?
assistant: Tere! Päris hea mõte, et huvitatud olete! Smart-ID on nutirakendus, millega saate e-teenustesse sisse logida ja tehinguid kinnitada. See on nagu ID-kaart või mobiil-ID, aga seda saab kasutada ka telefoni kaudu. Peaasi, et selle jaoks on konto olemas.",output_ID.ee
"user: Tere! Ma olen kuulnud Digi-ID taotlemisest, aga ma ei tea, kust ma alustama peaksin. Mis on esimene asi, mida ma peaksin tegema?
assistant: Tere! Digi-ID taotlemiseks peate esmalt pöörduma Politsei- ja Piirivalveameti teenindusse. Seal saate taotlusprotsessi käima panna. Täpsem info asukohad on saadaval aadressil https://www.politsei.ee/et/asukohad/teenindused.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Olen kuulnud, et politsei teeb piiri ehitamist. Kas sa saaksid rääkida selle kohta midagi?
assistant: Tere! Jah, see on õige. Politsei- ja Piirivalveamet (PPA) on käivitanud projekti Eesti välispiiri taristu väljaehitamine. Alustati kagupiiri ehitamisega. Ühes etapis ehitatakse 23,5 kilomeetrit piiri Võrumaal, alates kolmikpunktist kuni Luhamaa piiripunktini.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Kas ma saan RIA DigiDoc äpi uue versiooni alla laadida? Mis tasu?
assistant: Tere! Jah, RIA DigiDoc mobiilirakenduse uusim versioon on alati saadaval App Store'ist (https://itunes.apple.com/ee/app/ria-digidoc/id1216104448?mt=8) ja Google Play store'ist (https://play.google.com/store/apps/details?id=ee.ria.DigiDoc). See on tasuta!",output_ID.ee
"user: Tere! Olen kuulnud, et piiri tugevdamisel kasutatakse lõiketraati. Kas see ei mõju metsloomadele? Mida politsei selleks teeb?
assistant: Tere! See on väga hea küsimus. Jah, lõiketraadi rajamine võib mõjutada metsloomade liikumist. Politsei on teadlik sellest probleemist ja on Keskkonnaametiga konsulteerinud, kuidas sellega tegeleda. Üldiselt on väiksemad loomad suutelised lõiketraadist läbi pääsema, kuid suuremad loomad võivad takerduda.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Olen kuulnud, et Tarbijakaitse ja Tehnilise Järelevalve Amet (TJAT) tegeleb digiligipääsetavusega. Mis see täpselt tähendab?
assistant: Tere! Digiligipääsetavus tähendab, et digisisu ja -teenused on kättesaadavad ja kasutatavad kõigile, sealhulgas inimestele, kel on puueteid. TJAT järelvalvega seoses on see oluline, et avaliku sektori teenused oleksid digitaalselt kättesaadavad kõigile kodanikele. Võite tutvuda selle teema kohta rohkem TJAT poolt loodud koolitustest – nendest on mitu osa YouTube'is.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma kaotasin oma rahakoti ja tahan teada, kust ma saan politseisse minna, kui elan Lääne-Harjus. Kas te teate, kus Lääne-Harju Kesklinna politseijaoskond asub?
assistant: Tere! Jah, Lääne-Harju Kesklinna politseijaoskond asub Kolde puiestee 65, 10321 Tallinn. See on Lääne-Harju piirkonna politseijaoskond.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma arvan, et DigiDoc4 on uus tarkvara. Kas saaksite mulle öelda, mida see teeb ja kuidas seda kasutada?
assistant: Tere! Jah, DigiDoc4 on ID-kaardi ja Smart-ID omanikele ettenähtud tarkvara digiallkirjade andmisel. Peamisi selleks on kasutada digiallkirju dokumentidele. Selle abil saate luua usaldusväärseid digiallkirju. Peamised erinevad on ajatempel ja kehtivuskinnitusteenus, mis kinnitavad digiallkirja autentseks ja ajakohaks.",output_ID.ee
"user: Tere! Ma kuulsin, et droonide kasutamine on muutunud keerulisemaks. Mis mulle selle kohta teada peaks olema Tarbijakaitse ja Tehnilise Järelevalve Ameti poolt?
assistant: Tere! Jah, droonide kasutamisel on oluliselt rohkem regulatsioone. Peamine asi on see, et droonide juhtimiseks kasutatavad raadiosagedused peavad olema nõuetele vastavad. See tähendab, et droonil peab olema CE-märgistus ja vastavusdeklaratsioon.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma olen välisriigi kodanik ja plaanin Eestis ettevõtlusega alustada. Kas mulle on vaja elamisluba?
assistant: Tere! Jah, kui sa ei ole Euroopa Liidu, Islandi, Liechtensteini, Norra või Šveitsi kodanik, siis Eestis ettevõtlusega tegelemiseks on sulle vaja elamisluba.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma ei suuda DigiDoc4 programmi oma arvutis leida, kui ma ID kaardi kasutada tahan. Kuidas ma seda tegema saan?
assistant: Tere! Helge, küta. DigiDoc4 programmi leidmiseks on erinevad viisad sõltuvalt teie arvuti operatsioonisüsteemist. Kas te kasutate Windowsit, macOS või Linuxi? Kui te Windowsit kasutate, siis programmi ikoon peaks automaatselt arvuti töölauale paigaldatud olema. Kas te seda näete?",output_ID.ee
"user: Tere! Mul on küsimus selle energiamärgise kohta. Mis see tähendab, et toodete energiamärgistus on Euroopa Liidus ühtne?
assistant: Tere! See tähendab, et erinevate tootegruppide, näiteks külmkappide või pesumasinate, toodete energia tarbimise nõuetele ja märgistusele on kehtestatud ühtsed reeglid. See tagab, et märgistuse vorm on võimalikult sarnane ja selgelt nähtav kõikides riikides. Näiteks, kui näete A-klassi külmkappi, teate, et see on ühesugult energiasäästlik ka teistes EL riikides.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma saan aru, et ID-kaardi PIN-koodid võivad kaduda. Kuidas saan uue PIN-koodi taotleda?
assistant: Tere! Jah, see on võimalik. Uue PIN-koodi taotlemiseks pead pöörduma Politsei- ja Piirivalveameti teenindusse või Eesti Vabariigi välisesindusse. On oluline kaasa võtta isikut tõendav dokument. Kas sa tead, kus on lähim Politsei- ja Piirivalveameti asukoht?",output_ID.ee
"user: Tere! Ma huvitasin end Politsei- ja Piirivalveameti riigihanketest. Kust ma nende kohta infot leian?
assistant: Tere! Kõik Politsei- ja Piirivalveameti hanketeated ja riigihangete aruanded on avalikult kättesaadavad riigihangete registri veebilehel: https://riigihanked.riik.ee/. Seal leiad kõik vajalikud andmed.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma tahan teada, mida ma pean tegema, kui mul on probleem ostetud toega. Alguses kas peaksin pöörduma ise müüja poole?
assistant: Tere! Õige küsimus. Enne kui Tarbijakaitseametisse pöörduda, pead kõigepealt pöörduma kaebusega müüja poole. Müüja on kohustatud sinule vastama 15 päeva jooksul.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Mul on küsimusi tõstukite ohutuse kohta. Kas teil on aimu, kui palju tõstukse on Eestis kasutusel?
assistant: Tere! See on keeruline küsimus. Täpset arvu ei teata, kuid ettevõtted arvavad, et neid on rohkem kui 100 000 ja võib-olla isegi kuni pool miljonit. Seadmete ohutuse tagamine on seega suur ülesanne.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma olen kuulnud, et Tarbijakaitse ja Tehnilise Järevalve Amet (TTJA) teeb tööd sideteenuste puhul. Mis on nende peamine roll selles valdkonnas?
assistant: Tere! TTJA peamine roll on tagada tarbijate õiguste kaitse sideteenuste valdkonnas. Selleks reguleerib TTJA sideteenuste osutamist, lähtudes elektroonilise side seadusest. See seadus reguleerib lepingu sõlmimist, rikete kõrvaldamist, piiramist ja lepingu muutmisi/lõpetamist.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Mul on küsimus elamisloakaardi kohta. Kust ma selle saan, kui mul on suurinvestori elamisluba?
assistant: Tere! Suurinvestori elamisluba andes saad elamisloakaardi kas Eesti välisesindusest või Politsei- ja Piirivalveameti teenindusest. Mis asukoht oli märgitud sinu tähtajalise elamisloa taotluses?",output_Politsei-_ja_Piirivalveamet
